old_code,old_name_ja,new_code,new_name_ja,merged_year,reason,source
40644,新吉富村,40646,上毛町,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
41301,諸富町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
41302,川副町,,,2007,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
41305,大和町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
41323,三田川町,41327,吉野ヶ里町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
41361,小城町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
41382,七山村,41209,嬉野市,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
41402,西有田町,41327,吉野ヶ里町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
41421,山内町,41327,吉野ヶ里町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
41442,塩田町,41209,嬉野市,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
41443,嬉野町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
42206,福江市,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
42306,多良見町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
42309,琴海町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
42310,西彼町,42212,西海市,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
42361,有明町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
42362,国見町,42213,雲仙市,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
42369,加津佐町,42214,南島原市,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
42381,大島村,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
42384,宇久町,42214,南島原市,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
42386,福島町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
42388,江迎町,,,2010,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
42392,吉井町,42212,西海市,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
42441,厳原町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
43201,熊本市,43100,熊本市,2012,successor 43100 became a designated city; represented as its wards in municipalities.csv,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
43209,牛深市,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
43341,城南町,,,2010,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
43342,富合町,,,2008,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
43343,松橋町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
43361,岱明町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
43365,菊水町,43369,和水町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
43385,植木町,,,,disappeared after 2008 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
43407,西合志町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
43422,阿蘇町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
43461,坂本村,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
43463,鏡町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
43464,竜北町,43468,氷川町,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
43521,大矢野町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
44301,大田村,44213,由布市,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
44321,国見町,44214,国東市,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
44362,挾間町,44213,由布市,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
44422,三重町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
44441,荻町,,,2005,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
45301,清武町,,,2010,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
45302,田野町,45431,美郷町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
45321,北郷町,,,2009,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
45342,山之口町,45431,美郷町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
45362,野尻町,,,2010,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
45363,須木村,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
45422,東郷町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
45423,南郷村,45431,美郷町,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
45426,北方町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
45427,北川町,,,2007,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
46202,川内市,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
46322,山川町,46221,志布志市,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
46323,頴娃町,46223,南九州市,2007,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
46345,川辺町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
46362,東市来町,46216,日置市,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
46363,伊集院町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
46384,宮之城町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
46401,野田町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
46403,東町,46222,奄美市,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
46442,姶良町,,,,disappeared after 2008 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
46450,隼人町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
46461,大隅町,46492,肝付町,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
46462,輝北町,,,2006,official record without a linkable 新設 successor (absorption/編入),Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
46464,末吉町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
46465,松山町,46221,志布志市,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
46466,志布志町,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
46483,内之浦町,46492,肝付町,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
46484,高山町,46492,肝付町,2005,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
46503,上屋久町,46505,屋久島町,2007,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
47203,具志川市,,,,disappeared after 2003 survey; no entry in official table (pre-2005-04 merger — successor needs the 平成合併 archive),empirical (vacancy survey code disappearance)
47345,玉城村,47215,南城市,2006,official record not seen in vacancy surveys,Soumu 全国地方公共団体コード改正一覧表 (2005-04-01 onward)
